word,gender,freq
licol,m,0.61
licols,m,0.61
licorne,f,1.98
licornes,f,1.98
licou,m,0.61
licous,m,0.61
licteur,m,0.34
licteurs,m,0.34
licéité,f,0.07
lido,m,0.07
lidocaïne,f,0.36
lie,f,2.36
lied,m,0.54
lieder,m,0.54
lien,m,38.38
liens,m,38.38
lierre,m,6.35
lierres,m,6.35
lies,f,2.36
liesse,f,2.23
liesses,f,2.23
lieu,m,267.57
lieu-dit,m,0.88
lieudit,m,0.14
lieudits,m,0.14
lieue,f,10.47
lieues,f,10.47
lieur,m,0.14
lieus,m,267.57
lieuse,f,0.14
lieutenant,m,80.99
lieutenant-colonel,m,1.74
lieutenant-pilote,m,0.07
lieutenants,m,80.99
lieutenants-colonels,m,1.74
lieux,m,267.57
lieux-dits,m,0.41
lift,m,0.61
liftier,m,0.54
liftiers,m,0.54
lifting,m,1.40
liftings,m,1.40
liftière,f,0.54
lifts,m,0.61
ligament,m,1.12
ligaments,m,1.12
ligature,f,0.46
ligatures,f,0.46
lignage,m,0.41
lignages,m,0.41
lignards,m,0.07
ligne,f,162.30
lignes,f,162.30
lignite,m,0.61
lignites,m,0.61
lignée,f,5.07
lignées,f,5.07
ligot,m,0.27
ligotage,m,0.20
ligots,m,0.27
ligue,f,2.97
ligues,f,2.97
ligueur,m,0.27
ligueurs,m,0.27
lilas,m,5.47
liliacées,f,0.14
lilium,m,0.07
lillois,m,0.27
lilloise,f,0.27
limace,f,6.35
limaces,f,6.35
limage,m,0.26
limaille,f,1.55
liman,m,0.01
limande,f,0.68
limandes,f,0.68
limaçon,m,0.54
limaçons,m,0.54
limbe,m,3.18
limbes,m,3.18
limbo,m,0.36
lime,f,3.65
limerick,m,0.07
limericks,m,0.07
limes,f,3.65
limette,f,0.07
limier,m,1.12
limiers,m,1.12
limitation,f,0.95
limitations,f,0.95
limite,f,47.23
limites,f,47.23
limiteur,m,0.02
limogeage,m,0.11
limon,m,3.45
limonade,f,6.17
limonades,f,6.17
limonadier,m,0.54
limonadiers,m,0.54
limonadière,f,0.54
limonaire,m,0.54
limonier,m,0.14
limonière,f,0.14
limons,m,3.45
limoselle,f,0.01
limousin,m,3.93
limousine,f,3.93
limousines,f,3.93
limpidité,f,1.62
lin,m,6.08
linaire,f,0.07
linceul,m,2.70
linceuls,m,2.70
lindor,m,0.27
line,f,1.08
linga,m,0.01
lingala,m,0.02
lingam,m,0.54
linge,m,47.30
lingerie,f,5.34
lingeries,f,5.34
linges,m,47.30
lingette,f,0.66
lingettes,f,0.66
lingot,m,2.36
lingotière,f,0.07
lingots,m,2.36
linguistique,f,0.61
lingère,f,0.68
lingères,f,0.68
liniment,m,0.07
lino,m,1.69
linoléum,m,2.64
linoléums,m,2.64
linon,m,0.74
linons,m,0.74
linos,m,1.69
linotte,f,0.81
linottes,f,0.81
linotype,f,0.41
linotypes,f,0.41
lins,m,6.08
linteau,m,1.08
linteaux,m,1.08
linter,m,0.01
linéaire,m,0.14
linéaments,m,0.54
lion,m,33.04
lionceau,m,1.01
lionceaux,m,1.01
lionne,f,33.04
lionnes,f,33.04
lions,m,33.04
lipase,f,0.01
lipide,m,0.20
lipides,m,0.20
lipiodol,m,0.01
lipome,m,0.03
liposome,m,0.01
liposuccion,f,1.04
liposuccions,f,1.04
lipothymie,f,0.10
lippe,f,1.89
lippes,f,1.89
lippées,f,0.07
liquette,f,1.49
liquettes,f,1.49
liqueur,f,5.00
liqueurs,f,5.00
liquidambars,m,0.07
liquidateur,m,0.20
liquidateurs,m,0.20
liquidation,f,3.11
liquidations,f,3.11
liquide,m,19.19
liquides,m,19.19
liquidité,f,0.70
liquidités,f,0.70
liquor,m,0.04
liquéfaction,f,0.27
lire,f,28.88
lires,f,28.88
lirette,f,0.02
liron,m,0.54
lirons,m,0.54
lis,m,9.11
lisant,m,0.07
lise,f,0.20
liseron,m,1.08
liserons,m,1.08
liseré,m,0.81
liserés,m,0.81
lises,f,0.20
liseur,m,1.49
liseuse,f,1.49
liseuses,f,1.49
lisibilité,f,0.01
lisier,m,0.01
lisière,f,18.24
lisières,f,18.24
lissage,m,0.14
lisse,f,2.03
lisses,f,2.03
lisseur,m,0.14
lisseurs,m,0.14
lissé,m,0.20
lissés,m,0.20
liste,f,71.56
listel,m,0.07
listeria,f,0.01
listes,f,71.56
listing,m,0.26
listings,m,0.26
liston,m,4.14
liséré,m,2.50
lisérés,m,2.50
lit,m,338.18
lit-bateau,m,0.81
lit-cage,m,1.62
lit-divan,m,0.20
litanie,f,7.09
litanies,f,7.09
liteaux,m,0.07
literie,f,2.03
literies,f,2.03
lithiase,f,0.04
lithium,m,0.94
litho,f,0.20
lithographie,f,0.54
lithographies,f,0.54
lithos,f,0.20
lithosphère,f,0.03
lithotripsie,f,0.03
lithotriteur,m,0.01
lithuanien,m,0.14
litige,m,1.42
litiges,m,1.42
litière,f,6.15
litières,f,6.15
litorne,f,0.07
litote,f,0.41
litotes,f,0.41
litron,m,3.18
litrons,m,3.18
lits,m,338.18
lits-cages,m,1.62
littoral,m,3.11
littoraux,m,3.11
littéralité,f,0.07
littérateur,m,1.01
littérateurs,m,1.01
littérature,f,36.89
littératures,f,36.89
lituanien,m,0.47
lituaniens,m,0.47
liturgie,f,2.16
liturgies,f,2.16
litée,f,0.07
livarot,m,0.27
lividité,f,0.40
living,m,2.84
living-room,m,2.23
livings,m,2.84
livoniennes,f,0.07
livraison,f,13.68
livraisons,f,13.68
livre-cassette,m,0.03
livres-club,m,0.07
livret,m,5.41
livrets,m,5.41
livreur,m,4.46
livreurs,m,4.46
livreuse,f,4.46
livrée,f,4.26
livrées,f,4.26
livèche,f,0.14
liège,m,3.78
lièges,m,3.78
lièvre,m,7.03
lièvres,m,7.03
llanos,m,0.07
lloyd,m,0.01
loader,m,0.14
lob,m,0.27
lobbies,m,0.29
lobby,m,0.83
lobbying,m,0.07
lobe,m,3.58
lobectomie,f,0.07
lobes,m,3.58
lobotomie,f,0.83
lobs,m,0.27
local,m,11.89
localisation,f,2.06
localisations,f,2.06
localité,f,1.55
localités,f,1.55
locateurs,m,0.01
location,f,5.51
locations,f,5.51
locature,f,0.07
locaux,m,11.89
loch,m,0.65
loche,f,1.08
loches,f,1.08
lock-out,m,0.11
loco,m,1.35
locomobile,f,0.07
locomotion,f,0.88
locomotive,f,13.11
locomotives,f,13.11
locomotrice,f,0.07
locos,m,1.35
locus,m,0.20
locuste,f,0.06
locustes,f,0.06
locuteur,m,0.02
locution,f,1.01
locutions,f,1.01
locutrice,f,0.02
loden,m,0.81
lodens,m,0.81
lof,m,0.02
loft,m,1.36
lofts,m,1.36
logarithme,m,0.34
logarithmes,m,0.34
loge,f,22.36
logement,m,13.65
logements,m,13.65
loges,f,22.36
logettes,f,0.14
logeur,m,3.72
logeurs,m,3.72
logeuse,f,3.72
logeuses,f,3.72
loggia,f,3.85
loggias,f,3.85
logiciel,m,3.61
logiciels,m,3.61
logicien,m,0.41
logicienne,f,0.41
logiciens,m,0.41
logique,f,12.97
logiques,f,12.97
logis,m,12.84
logisticien,m,0.01
logistique,f,0.80
logo,m,1.65
logogriphe,m,0.14
logogriphes,m,0.14
logomachie,f,0.14
logorrhée,f,0.27
logos,m,0.81
logosphère,f,0.14
logothètes,m,0.07
loi,f,110.12
lointain,m,13.45
lointains,m,13.45
loir,m,1.62
loirs,m,1.62
lois,f,110.12
loisir,m,20.81
loisirs,m,20.81
lokoum,m,0.14
lolita,f,0.10
lolitas,f,0.10
lolo,m,1.81
lolos,m,1.81
lombalgie,f,0.01
lombarde,f,0.20
lombardo,m,0.01
lombes,f,0.41
lombostats,m,0.07
lombric,m,0.74
lombrics,m,0.74
lompe,m,0.01
londrès,m,0.07
long,m,171.35
long-courrier,m,0.61
long-courriers,m,0.61
long-métrage,m,0.06
longane,m,0.14
longanimité,f,0.14
longe,f,1.35
longeron,m,0.20
longerons,m,0.20
longes,f,1.35
longicornes,m,0.07
longitude,f,0.46
longrines,f,0.07
longs,m,171.35
longue,f,15.95
longue-vue,f,2.64
longues,f,15.95
longues-vues,f,2.64
longuet,m,0.01
longueur,f,28.45
longueurs,f,28.45
longévité,f,0.88
look,m,10.93
looks,m,10.93
looping,m,0.68
loopings,m,0.68
looser,m,1.09
loosers,m,1.09
lopaille,f,0.07
lope,f,1.69
lopes,f,1.69
lopette,f,1.25
lopettes,f,1.25
lopin,m,0.62
lopins,m,0.62
loquacité,f,0.01
loque,f,9.66
loques,f,9.66
loquet,m,4.39
loqueteau,m,0.07
loquets,m,4.39
loran,m,0.14
lord,m,7.57
lord-maire,m,0.07
lordose,f,0.07
lords,m,7.57
lorette,f,0.07
lorettes,f,0.07
lorgnette,f,2.09
lorgnettes,f,2.09
lorgnon,m,5.41
lorgnons,m,5.41
lori,m,0.01
loriot,m,2.36
loriots,m,2.36
loris,m,0.04
lorrain,m,0.81
lorraine,f,0.81
lorrains,m,0.81
los,m,5.08
losange,m,3.92
losanges,m,3.92
loser,m,4.77
losers,m,4.77
lot,m,17.16
loterie,f,7.25
loteries,f,7.25
lotier,m,0.07
lotion,f,1.68
lotions,f,1.68
lotissement,m,1.01
lotissements,m,1.01
loto,m,6.75
lotos,m,6.75
lots,m,17.16
lotta,f,0.41
lotte,f,0.18
lottes,f,0.18
lotus,m,1.08
louage,m,0.88
louange,f,6.35
louanges,f,6.35
louangeur,m,0.07
loubard,m,3.04
loubarde,f,3.04
loubards,m,3.04
louche,f,4.12
louchebem,m,0.27
louchement,m,0.07
louches,f,4.12
louchet,m,0.07
loucheur,m,0.27
loucheuse,f,0.27
louchon,m,0.14
louchons,m,0.14
louchébème,m,0.07
loueur,m,1.62
loueurs,m,1.62
loueuse,f,1.62
loufiat,m,6.76
loufiats,m,6.76
loufoquerie,f,0.27
loufoqueries,f,0.27
louis,m,5.07
louise-bonne,f,0.07
louisianais,m,0.07
loukoum,m,2.57
loukoums,m,2.57
loulou,m,19.32
loulous,m,19.32
louloute,f,0.45
louloutes,f,0.45
louloutte,f,0.07
loup,m,44.39
loup-cervier,m,0.14
loup-garou,m,3.98
loupe,f,5.47
loupes,f,5.47
loupiat,m,0.14
loupiot,m,0.41
loupiote,f,1.01
loupiotes,f,1.01
loupiots,m,0.41
loupiotte,f,0.14
loupiottes,f,0.14
loups,m,44.39
loups-cerviers,m,0.14
loups-garous,m,3.98
loupé,m,0.72
loupés,m,0.72
lourd,m,12.64
lourdaud,m,0.95
lourdauds,m,0.95
lourde,f,12.64
lourderie,f,0.07
lourdes,f,12.64
lourdeur,f,5.47
lourdeurs,f,5.47
lourds,m,12.64
loustic,m,1.49
loustics,m,1.49
loute,f,0.14
loutre,f,2.52
loutres,f,2.52
louve,f,44.39
louves,f,44.39
louveteau,m,2.36
louveteaux,m,2.36
louvetiers,m,0.07
louvoiements,m,0.14
louée,f,0.20
louées,f,0.20
loyalisme,m,1.15
loyauté,f,9.38
loyautés,f,9.38
loyer,m,17.18
loyers,m,17.18
lsd,m,0.08
lubie,f,2.77
lubies,f,2.77
lubricité,f,0.74
lubrifiant,m,0.68
lubrifiants,m,0.68
lubrification,f,0.14
lucarne,f,10.00
lucarnes,f,10.00
luce,f,0.07
lucet,m,0.07
lucidité,f,10.95
lucidités,f,10.95
lucilie,f,0.02
luciole,f,2.30
lucioles,f,2.30
lucite,f,0.01
lucre,m,0.54
luddite,m,0.01
ludion,m,0.61
ludions,m,0.61
luette,f,1.28
luettes,f,1.28
lueur,f,64.19
lueurs,f,64.19
luffa,m,0.04
luge,f,1.55
luger,m,0.47
lugers,m,0.47
luges,f,1.55
luisance,f,1.08
luisances,f,1.08
luisant,m,2.64
luisants,m,2.64
lulu,m,0.74
lulus,m,0.74
lumbago,m,0.68
lumbagos,m,0.68
lumen,m,0.34
lumignon,m,2.09
lumignons,m,2.09
luminaire,m,0.68
luminaires,m,0.68
luminescence,f,0.14
luminosité,f,2.03
luminosités,f,2.03
lumière,f,274.26
lumières,f,274.26
lump,m,0.14
lunaire,f,0.07
lunaison,f,0.14
lunaisons,f,0.14
lunch,m,1.22
lunches,m,0.14
lundi,m,36.94
lundis,m,36.94
lune,f,66.69
lunes,f,66.69
lunetier,m,0.07
lunette,f,75.27
lunetteries,f,0.07
lunettes,f,75.27
lunule,f,1.01
lunules,f,1.01
lupanar,m,0.95
lupanars,m,0.95
lupin,m,0.47
lupins,m,0.47
lupus,m,1.28
lur,m,0.07
lurex,m,0.20
luron,m,0.88
luronne,f,0.88
luronnes,f,0.88
lurons,m,0.88
lustrage,m,0.05
lustre,m,15.14
lustres,m,15.14
lustreur,m,0.07
lustreuse,f,0.07
lustrine,f,0.74
lustucru,m,0.07
lut,m,1.89
luth,m,1.62
lutherie,f,0.07
luthier,m,0.20
luths,m,1.62
luthéranisme,m,0.14
luthérianisme,m,0.07
luthérien,m,0.41
luthérienne,f,0.41
luthériens,m,0.41
lutin,m,2.14
lutins,m,2.14
lutrin,m,1.35
lutrins,m,1.35
lutte,f,41.82
luttes,f,41.82
lutteur,m,3.78
lutteurs,m,3.78
lutteuse,f,3.78
lutteuses,f,3.78
lutz,m,4.52
lux,m,0.34
luxation,f,0.38
luxations,f,0.38
luxe,m,38.85
luxembourgeois,m,0.20
luxes,m,38.85
luxure,f,2.92
luxuriance,f,0.47
luzerne,f,3.04
luzernes,f,3.04
luzernières,f,0.07
lycanthrope,m,0.10
lycanthropes,m,0.10
lycanthropie,f,0.18
lycaons,m,0.07
lychee,m,0.16
lychees,m,0.16
lychnis,m,0.07
lycien,m,0.20
lyciennes,f,0.20
lycoperdon,m,0.14
lycoperdons,m,0.14
lycra,m,0.28
lycée,m,42.56
lycéen,m,10.61
lycéenne,f,10.61
lycéennes,f,10.61
lycéens,m,10.61
lycées,m,42.56
lymphangite,f,0.07
lymphatique,m,0.07
lymphatisme,m,0.07
lymphe,f,0.47
lymphes,f,0.47
lymphocyte,m,0.20
lymphocytes,m,0.20
lymphocytose,f,0.01
lymphome,m,0.30
lymphomes,m,0.30
lymphopénie,f,0.07
lymphosarcome,m,0.01
lynch,m,0.29
lynchage,m,0.99
lynchages,m,0.99
lyncheurs,m,0.06
lynx,m,1.73
lyonnais,m,0.14
lyre,f,1.42
lyres,f,1.42
lyrisme,m,3.11
lys,m,3.38
lyse,f,0.04
lysimaque,f,0.01
lysine,f,0.07
lysosomes,m,0.14
lâchage,m,0.20
lâcher,m,0.95
lâchers,m,0.95
lâcheté,f,10.00
lâchetés,f,10.00
lâcheur,m,0.81
lâcheurs,m,0.81
lâcheuse,f,0.81
lèche,f,1.42
lèche-botte,m,0.11
lèche-bottes,m,0.68
lèche-cul,m,1.29
lèche-vitrine,m,0.26
lèche-vitrines,m,0.20
lèchefrite,f,0.07
lècheries,f,0.07
lèches,f,1.42
lèpre,f,3.65
lèpres,f,3.65
lèse-majesté,f,0.27
lèvre,f,222.03
lèvres,f,222.03
lé,m,2.30
léchage,m,0.27
léchages,m,0.27
lécheur,m,0.47
lécheurs,m,0.47
lécheuse,f,0.47
lécheuses,f,0.47
lécithine,f,0.15
légalisation,f,0.09
légalité,f,2.50
légat,m,2.23
légation,f,2.91
légations,f,2.91
légats,m,2.23
légende,f,27.43
légendes,f,27.43
légion,f,16.35
légionellose,f,0.03
légionnaire,m,4.26
légionnaires,m,4.26
légions,f,16.35
législateur,m,1.08
législateurs,m,1.08
législatif,m,0.27
législatifs,m,0.27
législation,f,1.42
législative,f,0.27
législatives,f,0.27
législature,f,0.20
légitimation,f,0.07
légitimations,f,0.07
légitimité,f,1.76
légume,m,23.45
légumes,m,23.45
légumier,m,0.07
légumineuse,f,0.07
légèreté,f,12.70
légèretés,f,12.70
lémur,m,0.01
lémure,m,0.27
lémures,m,0.27
lémurien,m,0.41
lémuriens,m,0.41
lénification,f,0.07
léninisme,m,0.27
léopard,m,3.64
léopards,m,3.64
lépidoptère,m,0.20
lépidoptères,m,0.20
lépiotes,f,0.07
lépontique,m,0.14
lépreuse,f,2.65
lépreuses,f,2.65
lépreux,m,2.65
léprologie,f,0.01
léproserie,f,0.81
léproseries,f,0.81
lérot,m,0.14
lérots,m,0.14
lés,m,2.30
lésine,f,0.20
lésinerie,f,0.07
lésines,f,0.20
lésion,f,4.37
lésions,f,4.37
létalité,f,0.02
léthargie,f,2.16
léthargies,f,2.16
léviathan,m,0.27
lévitation,f,0.61
lévrier,m,2.30
lévriers,m,2.30
lézard,m,11.42
lézarde,f,11.42
lézardes,f,11.42
lézards,m,11.42
m,m,69.91
ma-jong,m,0.07
maboul,m,0.95
maboule,f,0.95
maboules,f,0.95
mabouls,m,0.95
mac,m,7.74
macadam,m,4.53
macadamia,m,0.11
macareux,m,0.27
macaron,m,1.35
macaroni,m,3.11
macaronis,m,3.11
macarons,m,1.35
macassar,m,0.14
maccarthysme,m,0.05
macchab,m,0.74
macchabs,m,0.74
macchabée,m,2.63
macchabées,m,2.63
macfarlane,m,0.34
mach,m,0.07
machaon,m,0.01
machette,f,2.64
machettes,f,2.64
machiavélisme,m,0.47
machiavélismes,m,0.47
machin,m,14.60
machination,f,2.16
machinations,f,2.16
machine,f,85.00
machine-outil,f,0.47
machinerie,f,2.97
machineries,f,2.97
machines,f,85.00
machines-outils,f,0.47
machinette,f,0.07
machinisme,m,0.74
machino,m,0.07
machinos,m,0.07
machins,m,14.60
machisme,m,0.36
machmètre,m,0.02
macho,m,3.19
machos,m,3.19
macintosh,m,0.26
macis,m,0.01
mackintosh,m,0.27
macramé,m,0.68
macres,f,0.27
macreuse,f,0.07
macreuses,f,0.07
macrobiotique,f,0.14
macroclimat,m,0.07
macrocosme,m,0.14
macrolide,m,0.01
macrophage,m,0.01
macroéconomie,f,0.02
macs,m,7.74
macula,f,0.01
maculage,m,0.07
maculation,f,0.07
maculature,f,0.07
macule,f,0.20
macules,f,0.20
macumba,f,1.20
macédoine,f,0.54
macédoines,f,0.54
macédonien,m,0.23
macédonienne,f,0.03
macération,f,0.74
macérations,f,0.74
madame,f,307.36
madapolam,m,0.20
madeleine,f,1.89
madeleines,f,1.89
mademoiselle,f,73.98
mademoiselles,f,73.98
madone,f,5.25
madones,f,5.25
madrague,f,0.02
madras,m,1.49
madre,m,0.62
madrier,m,3.24
madriers,m,3.24
madrigal,m,1.28
madrigaux,m,1.28
madrépore,m,0.27
madrépores,m,0.27
madrés,m,0.07
madère,m,0.68
maelstrom,m,0.14
maelström,m,0.41
maestria,f,0.41
maestro,m,5.96
maffia,f,0.54
maffieux,m,0.01
maffiosi,m,0.01
mafia,f,11.56
mafias,f,11.56
mafieux,m,0.94
mafiosi,m,0.73
mafioso,m,0.73
magasin,m,65.54
magasinage,m,0.03
magasinier,m,1.15
magasiniers,m,1.15
magasinière,f,1.15
magasins,m,65.54
magazine,m,21.42
magazines,m,21.42
mage,m,2.57
magenta,m,0.02
mages,m,2.57
maghrébin,m,0.95
maghrébine,f,0.95
maghrébines,f,0.95
maghrébins,m,0.95
maghzen,m,0.07
magicien,m,13.76
magicienne,f,13.76
magiciens,m,13.76
magie,f,25.66
magies,f,25.66
magister,m,1.08
magisters,m,1.08
magistrat,m,6.01
magistrate,f,6.01
magistrats,m,6.01
magistrature,f,1.12
magistratures,f,1.12
magistère,m,0.07
magma,m,3.45
magmas,m,3.45
magnaneries,f,0.14
magnanimité,f,0.68
magnans,m,0.07
magnat,m,1.42
magnats,m,1.42
magnificat,m,0.54
magnificence,f,1.96
magnificences,f,1.96
magnitude,f,0.25
magnolia,m,3.04
magnolias,m,3.04
magnum,m,3.69
magnums,m,3.69
magnésie,f,0.14
magnésium,m,1.08
magnétiseur,m,0.07
magnétiseuses,f,0.07
magnétisme,m,1.41
magnétismes,m,1.41
magnétite,f,0.07
magnétomètre,m,0.04
magnétophone,m,3.51
magnétophones,m,3.51
magnétoscope,m,2.12
magnétoscopes,m,2.12
magnétron,m,0.01
magot,m,4.39
magots,m,4.39
magouille,f,2.73
magouilles,f,2.73
magouilleur,m,0.43
magouilleurs,m,0.43
magret,m,0.01
magyars,m,0.10
mah-jong,m,1.54
maharadja,m,0.14
maharadjah,m,1.47
maharadjahs,m,1.47
maharadjas,m,0.14
maharaja,m,0.07
maharajah,m,0.51
maharajahs,m,0.51
maharajas,m,0.07
maharani,f,1.12
mahatma,m,0.07
mahatmas,m,0.07
mahométan,m,0.27
mahométans,m,0.27
mahonia,m,0.61
mahonias,m,0.61
maid,f,0.13
maie,f,1.22
maies,f,1.22
maigrelet,m,0.27
maigrelettes,f,0.01
maigreur,f,3.99
maigrichon,m,0.96
maigrichonne,f,0.96
maigrichonnes,f,0.96
maigrichons,m,0.96
maigriot,m,0.14
mail,m,3.29
mail-coach,m,0.14
mailing,m,0.04
maille,f,9.66
maillechort,m,0.14
mailles,f,9.66
maillet,m,2.16
maillets,m,2.16
mailloche,f,0.47
maillon,m,3.18
maillons,m,3.18
maillot,m,18.99
maillotin,m,0.14
maillotins,m,0.14
maillots,m,18.99
mails,m,3.29
main,f,1229.39
main-courante,f,0.07
main-d'oeuvre,f,1.62
main-forte,f,0.41
mainate,m,0.74
maincourantier,m,0.07
mainlevée,f,0.01
mainmise,f,1.42
mains,f,1229.39
maintenance,f,3.89
mainteneur,m,0.14
mainteneurs,m,0.14
maintenue,f,0.41
maintien,m,10.14
maintiens,m,10.14
maire,m,28.17
maires,m,28.17
mairesse,f,28.17
mairie,f,15.95
mairies,f,15.95
maison,f,605.75
maison-mère,f,0.14
maisonnette,f,7.97
maisonnettes,f,7.97
maisonnée,f,1.82
maisonnées,f,1.82
maisons,f,605.75
maja,f,0.54
majesté,f,43.43
majestés,f,43.43
majeur,m,3.04
majeure,f,3.04
majeures,f,3.04
majeurs,m,3.04
majolique,f,0.14
majoral,m,0.07
majorat,m,0.20
majoration,f,0.27
majordome,m,2.87
majordomes,m,2.87
majorette,f,1.11
majorettes,f,1.11
majorité,f,12.57
majorités,f,12.57
majuscule,f,2.84
majuscules,f,2.84
maki,m,0.12
mal,m,326.58
mal-aimé,m,0.21
mal-aimée,f,0.21
mal-aimés,m,0.21
mal-baisé,m,0.20
mal-baisée,f,0.20
mal-pensants,m,0.14
mal-être,m,0.34
malabar,m,1.52
malabars,m,1.52
malachite,f,0.27
malade,f,43.18
malades,f,43.18
maladie,f,66.04
maladies,f,66.04
maladrerie,f,0.01
maladresse,f,9.73
maladresses,f,9.73
maladroit,m,1.94
maladroite,f,1.94
maladroites,f,1.94
maladroits,m,1.94
malaga,m,1.28
malais,m,0.31
malaisien,m,0.06
malaisiens,m,0.06
malandrin,m,0.61
malandrins,m,0.61
malappris,m,0.20
malapprise,f,0.20
malard,m,0.74
malards,m,0.74
malaria,f,1.57
malarias,f,1.57
malaventures,f,0.07
malaxeur,m,0.04
malchance,f,5.68
malchances,f,5.68
malchanceuse,f,0.81
malchanceux,m,0.81
maldonne,f,1.15
maldonnes,f,1.15
malencontre,f,0.68
malencontres,f,0.68
malentendant,m,0.38
malentendants,m,0.38
malentendu,m,11.82
malentendus,m,11.82
malfaisance,f,1.08
malfaisances,f,1.08
malfaiteur,m,3.24
malfaiteurs,m,3.24
malfaçon,f,0.34
malfaçons,f,0.34
malformation,f,0.54
malfrat,m,4.73
malfrats,m,4.73
malherbe,f,0.07
malheur,m,92.64
malheureuse,f,18.31
malheureuses,f,18.31
malheureux,m,18.31
malheurs,m,92.64
malhonnêteté,f,1.89
malhonnêtetés,f,1.89
mali,m,0.07
malice,f,10.95
malices,f,10.95
malien,m,0.14
malienne,f,0.07
maliens,m,0.14
maligne,f,22.67
malignes,f,22.67
malignité,f,2.23
malignités,f,2.23
malin,m,22.67
maline,f,22.67
malines,f,22.67
malinké,m,0.07
malinois,m,0.20
malins,m,22.67
malle,f,15.14
malles,f,15.14
mallette,f,9.30
mallettes,f,9.30
mallophages,m,0.07
malléabilité,f,0.14
malléole,f,0.05
malm,m,0.01
malmenage,m,0.01
malnutrition,f,0.58
malotru,m,1.01
malotrus,m,1.01
malouin,m,0.07
malpoli,m,0.41
malpropreté,f,0.14
malséance,f,0.07
malt,m,0.68
maltais,m,0.34
maltraitance,f,0.66
maltraitances,f,0.66
malus,m,0.04
malveillance,f,3.85
malveillances,f,3.85
malveillant,m,0.81
malveillants,m,0.81
malversation,f,0.55
malversations,f,0.55
malvoisie,m,0.07
malvoisies,m,0.07
malédiction,f,14.17
malédictions,f,14.17
maléfice,m,1.69
maléfices,m,1.69
mam,f,0.95
mam'selle,f,0.11
mam'zelle,f,0.03
mamaliga,f,0.07
mamamouchi,m,0.14
maman,f,540.21
mamans,f,540.21
mamba,m,0.10
mambo,m,1.62
mambos,m,1.62
mame,f,0.74
mamelle,f,3.72
mamelles,f,3.72
mamelon,m,7.16
mamelons,m,7.16
mamelouk,m,0.34
mamelouks,m,0.34
mameluk,m,2.03
mameluks,m,2.03
mamie,f,18.66
mamies,f,18.66
mamma,f,2.27
mammectomie,f,0.02
mammifère,m,1.28
mammifères,m,1.28
mammographie,f,0.15
mammoplastie,f,0.01
mammouth,m,8.18
mammouths,m,8.18
mammy,f,0.41
mamours,m,0.47
mamy,f,0.69
mamys,f,0.69
mamzelle,f,0.10
mana,m,0.88
manade,f,0.27
manades,f,0.27
management,m,0.57
manager,m,8.08
managers,m,8.08
manageur,m,0.01
manant,m,1.22
manants,m,1.22
mancenillier,m,0.14
mancheron,m,0.27
mancherons,m,0.27
manchette,f,6.22
manchettes,f,6.22
manchon,m,1.76
manchons,m,1.76
manchot,m,1.89
manchote,f,1.89
manchotes,f,1.89
manchots,m,1.89
mandala,m,1.76
mandalas,m,1.76
mandale,f,0.88
mandales,f,0.88
mandant,m,0.34
mandants,m,0.34
mandarin,m,1.82
mandarine,f,3.11
mandarines,f,3.11
mandarinier,m,0.34
mandariniers,m,0.34
mandarins,m,1.82
mandat,m,25.25
mandat-carte,m,0.01
mandat-lettre,m,0.07
mandat-poste,m,0.07
mandatement,m,0.07
mandats,m,25.25
mandchous,m,0.07
mandement,m,0.07
mandements,m,0.07
mandibule,f,2.36
mandibules,f,2.36
mandoline,f,1.15
mandolines,f,1.15
mandore,f,1.55
mandorle,f,0.34
mandorles,f,0.34
mandragore,f,1.69
mandragores,f,1.69
mandrill,m,0.01
mandrin,m,0.41
mandrins,m,0.41
manducation,f,0.07
mandé,m,0.41
manette,f,2.64
manettes,f,2.64
manga,m,0.47
manganite,m,0.14
manganèse,m,0.23
mangas,m,0.47
mange-disque,m,0.11
mange-disques,m,0.11
mange-tout,m,0.07
mangeaille,f,1.28
mangeailles,f,1.28
mangeoire,f,1.08
mangeoires,f,1.08
manger,m,5.62
mangerie,f,0.07
mangetout,m,0.07
mangeur,m,3.45
mangeurs,m,3.45
mangeuse,f,3.45
mangeuses,f,3.45
mangonneaux,m,0.54
mangouste,f,0.33
mangrove,f,0.07
mangroves,f,0.07
mangue,f,2.09
mangues,f,2.09
manguier,m,1.42
manguiers,m,1.42
maniabilité,f,0.03
maniacodépressif,m,0.01
maniaquerie,f,0.34
maniaqueries,f,0.34
manichéisme,m,0.61
manie,f,18.38
maniement,m,3.72
maniements,m,3.72
manies,f,18.38
manieur,m,0.47
manieurs,m,0.47
manieuse,f,0.47
manif,f,4.98
manifestant,m,2.30
manifestante,f,2.30
manifestantes,f,2.30
manifestants,m,2.30
manifestation,f,17.16
manifestations,f,17.16
manifeste,m,2.09
manifestes,m,2.09
manifold,m,0.20
manifolds,m,0.20
manifs,f,4.98
manigance,f,1.62
manigances,f,1.62
manille,f,0.95
manilles,f,0.95
manilleurs,m,0.07
manillon,m,0.27
manioc,m,0.88
manip,f,0.14
manipe,f,0.14
manipulateur,m,1.47
manipulateurs,m,1.47
manipulation,f,2.63
manipulations,f,2.63
manipulatrice,f,1.47
manipulatrices,f,1.47
manipule,m,0.03
manipules,m,0.03
manitoba,m,0.07
manitou,m,0.88
